house_id,temple_id,distance
580,1754079,0.12925
580,1769272,0.193959
582,1751293,0.108983
586,1758983,0.211825
586,1759341,0.276209
588,1747785,0.091194
588,1748768,0.082667
588,1752137,0.165523
588,1754420,0.11644
588,1755233,0.106877
589,1747785,0.170377
589,1748768,0.243257
589,1752137,0.198383
589,1754420,0.220283
589,1755233,0.213779
590,1747785,0.124078
590,1748768,0.143172
590,1752137,0.122795
590,1754420,0.069611
590,1755233,0.065036
592,1758454,0.208461
593,1749670,0.279131
593,1751948,0.080797
593,1755302,0.283655
593,1757104,0.225733
593,1758056,0.285503
593,1770679,0.287149
593,1770857,0.080052
594,1758454,0.16417
595,1751299,0.239727
595,1770117,0.289223
596,1750356,0.169582
596,1755303,0.266549
596,1757469,0.257259
596,1774812,0.27824
597,1751299,0.209431
597,1770117,0.152103
600,1769445,0.192929
601,1749582,0.193942
601,1752105,0.265593
601,1758301,0.09213
603,1758301,0.246707
605,1757314,0.256849
605,1769133,0.108692
606,1757314,0.166604
606,1769133,0.218778
608,1749582,0.256947
608,1769133,0.15686
611,1762729,0.224856
616,1768710,0.244999
620,1761437,0.133064
620,1769308,0.256728
620,1770857,0.295588
621,1747813,0.275705
621,1747862,0.293562
621,1758304,0.261584
621,1769281,0.201569
622,1749670,0.193445
622,1757104,0.176109
622,1770679,0.134548
622,1774812,0.124194
623,1753502,0.217662
623,1761437,0.116677
623,1769123,0.216946
623,1769308,0.095941
623,1770857,0.29093
624,1753502,0.213404
624,1761437,0.118417
624,1769123,0.208328
624,1769308,0.088119
624,1770857,0.299842
627,1750413,0.210605
627,1757461,0.26191
628,1751948,0.102323
628,1755302,0.186652
628,1757104,0.231159
628,1758056,0.206962
628,1770679,0.275873
628,1770857,0.146198
629,1751948,0.102323
629,1755302,0.186652
629,1757104,0.231159
629,1758056,0.206962
629,1770679,0.275873
629,1770857,0.146198
630,1750413,0.237498
630,1751527,0.248527
630,1759916,0.141222
631,1750413,0.190577
631,1751299,0.250262
631,1755303,0.238422
631,1757148,0.199488
631,1757469,0.278743
632,1757401,0.253131
632,1758454,0.175422
633,1746884,0.262089
633,1749375,0.215814
633,1752602,0.114867
633,1764330,0.265951
634,1757401,0.2205
635,1760212,0.130132
636,1747553,0.168437
636,1747698,0.222795
636,1747812,0.179264
636,1775013,0.258057
637,1747553,0.168437
637,1747698,0.222795
637,1747812,0.179264
637,1775013,0.258057
638,1747498,0.043916
638,1748556,0.253003
638,1748975,0.149511
638,1751291,0.10472
638,1767276,0.145293
639,1750845,0.276753
639,1752326,0.096735
639,1752681,0.287594
639,1764858,0.282559
639,1769272,0.242043
641,1749402,0.189562
641,1756188,0.265308
643,1754079,0.060857
643,1767008,0.255479
645,1747748,0.126994
645,1758896,0.185144
645,1766175,0.188986
648,1749402,0.142635
648,1756188,0.106361
650,1757485,0.220855
652,1748881,0.190154
652,1763429,0.230665
652,1764986,0.170021
652,1765360,0.234769
652,1766421,0.072308
653,1760507,0.270369
654,1754617,0.192964
654,1757520,0.172838
655,1748881,0.126448
655,1757520,0.256577
655,1764986,0.274802
655,1765360,0.113305
655,1766421,0.242469
656,1762898,0.180151
658,1765365,0.17474
660,1771283,0.28701
662,1754503,0.214114
662,1755401,0.206687
662,1764159,0.164168
664,1754424,0.024436
665,1754572,0.258374
666,1749582,0.288637
666,1752105,0.159304
666,1758301,0.285302
667,1749582,0.288637
667,1752105,0.159304
667,1758301,0.285302
668,1749582,0.257438
668,1752105,0.065577
668,1758301,0.214988
669,1753730,0.210247
670,1754572,0.261215
672,1762359,0.158841
672,1773055,0.233897
672,1774815,0.12961
673,1752102,0.117064
673,1757988,0.200991
676,1749402,0.059564
676,1756188,0.037775
678,1758539,0.189383
679,1747895,0.181339
680,1762337,0.088556
682,1759207,0.224225
682,1761121,0.245897
682,1766864,0.163704
683,1758539,0.126619
684,1753947,0.114146
688,1749402,0.250425
688,1756188,0.19312
691,1749375,0.185915
691,1752602,0.193424
691,1772706,0.109734
693,1753162,0.164167
693,1758304,0.146123
693,1768713,0.090543
693,1775012,0.220456
694,1758206,0.038537
695,1762359,0.293808
695,1771032,0.27996
695,1774815,0.21986
700,1758103,0.220552
702,1764159,0.258227
703,1764159,0.26517
704,1753727,0.171209
706,1758290,0.085386
707,1749238,0.04311
708,1753727,0.283787
709,1753727,0.283787
711,1758290,0.073827
712,1763593,0.096875
712,1771283,0.068169
715,1749268,0.195753
716,1748881,0.190154
716,1763429,0.230665
716,1764986,0.170021
716,1765360,0.234769
716,1766421,0.072308
717,1748881,0.190154
717,1763429,0.230665
717,1764986,0.170021
717,1765360,0.234769
717,1766421,0.072308
718,1752873,0.066254
718,1753726,0.115023
718,1754744,0.223047
719,1755082,0.286718
719,1758020,0.123162
719,1763429,0.142898
719,1764803,0.294245
722,1755160,0.103358
722,1757485,0.235201
722,1760507,0.209028
723,1747863,0.243849
727,1754079,0.186839
727,1767008,0.109077
729,1764980,0.177335
729,1767008,0.21396
731,1751503,0.286457
731,1764973,0.291911
736,1748756,0.261278
736,1774813,0.190647
736,1774814,0.190234
745,1754079,0.156519
745,1767008,0.154732
746,1758454,0.26059
747,1757401,0.176364
747,1758454,0.249722
748,1758454,0.134341
749,1747957,0.203175
749,1749375,0.253971
749,1750845,0.19215
749,1752326,0.26387
749,1764330,0.146512
749,1766184,0.061781
749,1769272,0.281744
750,1760212,0.113036
750,1770795,0.228194
751,1750413,0.237498
751,1751527,0.248527
751,1759916,0.141222
752,1747498,0.222288
752,1748155,0.196013
752,1748556,0.210937
752,1748764,0.175235
752,1748975,0.187186
752,1751291,0.190586
752,1752625,0.039297
752,1764857,0.186577
752,1767276,0.207356
754,1749670,0.24795
754,1751948,0.1863
754,1755302,0.190872
754,1757104,0.099001
754,1758056,0.118245
754,1770679,0.07453
754,1774812,0.222148
756,1748155,0.238953
756,1748556,0.257747
756,1748764,0.133591
756,1752625,0.141604
756,1761360,0.277165
756,1764857,0.248312
756,1772706,0.296742
757,1753502,0.213404
757,1761437,0.118417
757,1769123,0.208328
757,1769308,0.088119
757,1770857,0.299842
767,1768710,0.143113
769,1749582,0.156315
769,1758301,0.22963
770,1768710,0.061725
771,1769445,0.281708
774,1749258,0.025581
775,1749258,0.030788
778,1758206,0.184556
780,1749511,0.294331
781,1748764,0.26898
781,1761360,0.261858
781,1772706,0.29693
782,1760212,0.144357
782,1770795,0.272497
783,1749670,0.278365
783,1751948,0.077054
783,1755302,0.279312
783,1757104,0.222689
783,1758056,0.281011
783,1770679,0.28375
783,1770857,0.083359
784,1750471,0.298103
784,1753502,0.148978
784,1761437,0.230673
784,1769123,0.239336
784,1769308,0.192379
784,1770857,0.28526
785,1747698,0.239363
785,1775013,0.19464
788,1752137,0.258764
788,1754420,0.262041
788,1755233,0.273834
789,1752137,0.258764
789,1754420,0.262041
789,1755233,0.273834
791,1747785,0.126689
791,1748768,0.147609
791,1752137,0.119307
791,1754420,0.066139
791,1755233,0.062207
793,1764463,0.193964
796,1758983,0.16507
796,1768034,0.252672
797,1748756,0.277248
797,1757583,0.012462
798,1756522,0.15233
799,1749353,0.296066
799,1759207,0.120542
799,1761121,0.055922
800,1761467,0.239804
801,1760706,0.088957
802,1747499,0.228331
802,1760706,0.230074
804,1765365,0.17474
807,1748881,0.223813
807,1763429,0.1079
807,1765360,0.248528
807,1766421,0.128934
810,1758180,0.065203
812,1747699,0.259476
812,1748727,0.135281
812,1749071,0.208686
812,1752164,0.188254
812,1754224,0.256232
812,1758855,0.237404
815,1754424,0.211602
818,1758102,0.11989
819,1749872,0.19722
823,1752962,0.165205
824,1764028,0.081769
825,1753730,0.240183
827,1762359,0.293808
827,1771032,0.27996
827,1774815,0.21986
828,1758454,0.055232
829,1750471,0.156525
829,1757538,0.23913
829,1770857,0.273655
834,1749402,0.121072
834,1756188,0.215328
835,1754079,0.198919
835,1767008,0.16233
836,1753164,0.097805
836,1757191,0.277443
836,1768138,0.298877
837,1752962,0.056873
839,1758138,0.129961
839,1769838,0.198387
847,1754235,0.297298
847,1764980,0.280098
850,1749375,0.16616
850,1752602,0.184664
850,1772706,0.12409
851,1748928,0.259289
852,1754572,0.228666
853,1769838,0.150084
854,1764028,0.245455
857,1752105,0.293537
857,1758301,0.200381
858,1747895,0.211041
863,1754502,0.254721
863,1758290,0.293449
864,1758290,0.22849
865,1747895,0.258521
867,1758103,0.131598
868,1750970,0.262002
869,1764158,0.084502
871,1753727,0.151729
871,1758102,0.279931
877,1765365,0.218545
882,1747499,0.284775
883,1752137,0.242854
883,1754420,0.294833
883,1755233,0.298198
884,1749402,0.288154
886,1747863,0.127932
890,1747748,0.186343
890,1758896,0.134463
890,1766175,0.127766
891,1749402,0.283661
891,1756188,0.278301
893,1747499,0.254672
895,1759340,0.073547
896,1747499,0.283652
897,1752137,0.293942
898,1754079,0.181298
898,1769272,0.293508
900,1747785,0.096327
900,1748768,0.08241
900,1752137,0.17128
900,1754420,0.12171
900,1755233,0.112399
901,1768034,0.054865
902,1749024,0.221821
902,1751293,0.25775
903,1764980,0.188365
903,1767008,0.292103
904,1747957,0.205451
904,1750845,0.14753
904,1754079,0.229731
904,1764330,0.282533
904,1769272,0.127269
906,1748978,0.256502
907,1760212,0.268387
908,1750356,0.113203
908,1750413,0.279417
908,1755303,0.190877
908,1757148,0.037052
908,1757469,0.043053
909,1750356,0.119039
909,1750413,0.273583
909,1755303,0.192693
909,1757148,0.033682
909,1757469,0.047403
910,1747498,0.265122
910,1748556,0.079844
910,1748764,0.060388
910,1748975,0.292167
910,1751291,0.181403
910,1752625,0.161566
910,1761360,0.254268
910,1767276,0.156278
911,1749670,0.24795
911,1751948,0.1863
911,1755302,0.190872
911,1757104,0.099001
911,1758056,0.118245
911,1770679,0.07453
911,1774812,0.222148
912,1753502,0.213404
912,1761437,0.118417
912,1769123,0.208328
912,1769308,0.088119
912,1770857,0.299842
913,1753502,0.213404
913,1761437,0.118417
913,1769123,0.208328
913,1769308,0.088119
913,1770857,0.299842
914,1753502,0.232247
915,1749511,0.104772
917,1769445,0.271593
918,1749511,0.218199
921,1761437,0.286862
921,1769308,0.274606
923,1749582,0.285481
923,1769133,0.15163
926,1748928,0.236354
927,1761437,0.296315
928,1752213,0.290165
929,1757314,0.166604
929,1769133,0.218778
931,1758301,0.246707
932,1751125,0.229719
933,1761437,0.023758
933,1769123,0.266487
933,1769308,0.106797
934,1753502,0.210235
934,1761437,0.158036
934,1769123,0.251864
934,1769308,0.15293
934,1770857,0.249612
935,1751948,0.247225
935,1755302,0.011655
935,1757104,0.272109
935,1758056,0.079492
935,1770679,0.268591
936,1750471,0.222491
936,1753502,0.21401
936,1757538,0.252294
936,1761437,0.273587
936,1769308,0.266467
936,1770857,0.226908
937,1758454,0.262245
940,1747553,0.211297
940,1747698,0.295103
940,1775013,0.049278
941,1751299,0.081497
941,1755303,0.191206
941,1757148,0.283267
941,1770117,0.267776
943,1764463,0.289115
944,1750845,0.289207
