,city,district,address,object_type,land_type,constructed_date,management,building_type,living_room,bed_room,toilet,compartment,balcony,land,building,parking,parking_type,price_sqm,price_parking,price_total,building_area,land_area,parking_area,latitude,longitude
12305,新北市,鶯歌區,尖山路217號九樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,3,True,True,1,1,2,坡道平面,61052,2450000,13600000,122.75,44.06,72.74,24.94602,121.34249
12306,新北市,鶯歌區,尖山路217之1號二樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,3,True,True,1,1,1,坡道平面,59708,1400000,12200000,122.04,42.64,36.37,24.94602,121.34249
12307,新北市,鶯歌區,尖山路217之1號五樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,3,True,True,1,1,2,坡道平面,58150,2400000,13020000,122.75,44.06,72.74,24.94602,121.34249
12308,新北市,鶯歌區,尖山路217之3號,房地(土地+建物)+車位,住,2019-10-07,True,店面(店鋪),0,0,0,False,False,1,1,2,坡道平面,96657,2400000,32850000,212.59,74.61,72.74,24.94602,121.34249
12309,新北市,鶯歌區,尖山路217之2號,房地(土地+建物)+車位,住,2019-10-07,True,店面(店鋪),0,0,0,False,False,1,1,2,坡道平面,93472,2400000,27530000,181.55,63.95,72.74,24.95064,121.35202
12311,新北市,三峽區,學勤路１７６號二十一樓,房地(土地+建物)+車位,商,2009-07-30,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,84603,0,16550000,107.26,15.55,39.02,24.94597,121.37632
12312,新北市,三峽區,大學路１５號,房地(土地+建物)+車位,住,2017-01-06,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,2,1,1,坡道平面,89699,0,14690000,95.92,32.88,30.02,24.93974,121.37753
12313,新北市,三峽區,學勤路１６２之２號十六樓,房地(土地+建物)+車位,商,2009-07-30,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,108856,1500000,11850000,66.3,10.07,39.03,24.94605,121.37556
12314,新北市,三峽區,學勤路１２３號八樓,房地(土地+建物)+車位,住,2008-07-14,True,華廈(10層含以下有電梯),2,4,2,True,True,1,1,1,坡道機械,105943,0,20180000,135.82,50.0,16.25,24.94696,121.37534
12315,新北市,鶯歌區,高職西街42號七樓,房地(土地+建物)+車位,住,2019-01-03,True,華廈(10層含以下有電梯),2,2,2,True,True,1,1,1,坡道平面,52375,0,8170000,85.63,37.76,24.1,24.94251,121.33713
12318,新北市,三峽區,弘園街33號十二樓,房地(土地+建物)+車位,商,2014-02-19,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,64898,0,11300000,96.4,17.06,34.59,24.92744,121.36719
12321,新北市,鶯歌區,尖山路212巷31號5樓,房地(土地+建物)+車位,住,2019-10-16,True,華廈(10層含以下有電梯),2,3,1,True,True,1,1,1,升降平面,62945,1000000,7800000,68.36999999999999,26.6,29.75,24.94768,121.34307
12322,新北市,鶯歌區,尖山路212巷31號6樓,房地(土地+建物)+車位,住,2019-10-16,True,華廈(10層含以下有電梯),2,3,1,True,True,1,1,1,升降平面,56466,1100000,7200000,68.36999999999999,26.6,29.75,24.94768,121.34307
12323,新北市,鶯歌區,尖山路212巷31號9樓,房地(土地+建物)+車位,住,2019-10-16,True,華廈(10層含以下有電梯),2,3,1,True,True,1,1,1,升降平面,56226,1100000,7300000,69.82,27.16,29.75,24.94768,121.34307
12324,新北市,鶯歌區,尖山路212巷33號9樓,房地(土地+建物)+車位,住,2019-10-16,True,華廈(10層含以下有電梯),2,2,1,True,True,1,1,1,升降平面,65083,1000000,8700000,75.65,28.6,29.75,24.94768,121.34307
12325,新北市,鶯歌區,尖山路212巷35號5樓,房地(土地+建物)+車位,住,2019-10-16,True,華廈(10層含以下有電梯),2,2,1,True,True,1,1,1,升降平面,54153,1000000,5570000,53.21,21.01,29.75,24.94719,121.34317
12326,新北市,鶯歌區,尖山路212巷35號6樓,房地(土地+建物)+車位,住,2019-10-16,True,華廈(10層含以下有電梯),2,2,1,True,True,1,1,1,升降平面,62567,1000000,6280000,53.21,21.01,29.75,24.94719,121.34317
12327,新北市,鶯歌區,尖山路212巷35號7樓,房地(土地+建物)+車位,住,2019-10-16,True,華廈(10層含以下有電梯),2,2,1,True,True,1,1,1,升降平面,59249,1000000,6000000,53.21,21.01,29.75,24.94719,121.34317
12328,新北市,鶯歌區,尖山路212巷31號8樓,房地(土地+建物)+車位,住,2019-10-16,True,華廈(10層含以下有電梯),2,3,1,True,True,1,1,1,升降平面,55818,1100000,7130000,68.36999999999999,26.6,29.75,24.94768,121.34307
12329,新北市,新莊區,龍安路２６號５樓,房地(土地+建物)+車位,住,2008-11-28,True,套房(1房1廳1衛),1,1,1,True,True,1,1,1,升降機械,97314,1000000,8680000,52.16,9.07,23.83,25.02207,121.41474
12330,新北市,林口區,仁愛路二段６３０號８樓,房地(土地+建物)+車位,住,2006-04-20,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,1,坡道平面,74995,1400000,12380000,109.86,26.95,31.2,25.07946,121.37132
12332,新北市,林口區,文化二路一段３３５之９號１０樓,房地(土地+建物)+車位,商,2007-12-10,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,1,坡道平面,79666,1500000,22500000,189.21,25.14,22.17,25.07323,121.37008
12335,新北市,淡水區,民族路１１２巷７４號４樓,房地(土地+建物)+車位,住,1999-10-13,True,華廈(10層含以下有電梯),1,2,1,True,True,1,1,1,坡道機械,100156,800000,8500000,63.38,14.51,32.13,25.13389,121.46149
12336,新北市,淡水區,中正東路一段６１號１４樓,房地(土地+建物)+車位,住,2012-11-21,True,住宅大樓(11層含以上有電梯),2,2,2,True,True,2,1,1,坡道平面,93141,1200000,15500000,101.46,29.21,36.08,25.16249,121.45276
12337,新北市,淡水區,濱海路一段１４１號１３樓,房地(土地+建物)+車位,住,2012-11-01,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,1,坡道平面,74990,1400000,16800000,148.39000000000001,46.34,29.92,25.1892,121.43923
12338,新北市,淡水區,濱海路三段１４８巷５０弄５８號８樓,房地(土地+建物)+車位,住,2016-10-25,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,1,坡道平面,69772,1200000,14200000,127.30000000000001,54.56,26.17,25.19206,121.42939
12339,新北市,淡水區,民族路６５巷３２號４樓,房地(土地+建物)+車位,住,2007-01-24,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,2,1,1,坡道機械,107146,1000000,12800000,77.05999999999999,25.11,19.45,25.13526,121.46362
12342,新北市,新店區,中正路７００巷３０號４樓,房地(土地+建物)+車位,住,2000-02-25,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,100554,0,16160000,96.72,26.97,0.0,24.99143,121.53513
12346,新北市,三重區,仁義街４１７號９樓,房地(土地+建物)+車位,住,2007-02-16,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,2,坡道平面,104812,3600000,19000000,99.89999999999999,23.96,53.64,25.0861,121.49415
12348,新北市,中和區,橋和路117號8樓,房地(土地+建物)+車位,工,2002-10-18,True,廠辦,0,0,0,False,False,1,1,1,坡道平面,92699,0,26500000,159.87,38.07,31.0,25.00581,121.49135
12349,新北市,中和區,南工路１２０號,房地(土地+建物)+車位,住,1992-03-27,True,華廈(10層含以下有電梯),2,6,2,True,False,1,1,1,坡道平面,112360,1800000,19000000,119.61,34.32,0.0,25.0038,121.50754
12355,新北市,新店區,安光路15巷18號十一樓,房地(土地+建物)+車位,住,2017-12-05,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,109888,1900000,15280000,79.42,19.4,35.02,24.96472,121.51382
12359,新北市,淡水區,民族路３１巷５６號三樓之３,房地(土地+建物)+車位,工,1997-04-30,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道平面,70056,0,6050000,36.95,8.64,35.74,25.13663,121.46282
12361,新北市,淡水區,民族路168號5樓,房地(土地+建物)+車位,住,2008-10-16,True,華廈(10層含以下有電梯),2,3,2,True,True,5,1,1,坡道平面,81828,0,12500000,83.05,31.6,31.69,25.13367,121.46231
12362,新北市,淡水區,新市五路一段１２６號六樓,房地(土地+建物)+車位,住,2015-05-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,55822,0,9300000,91.53,25.27,32.26,25.06352,121.43895
12363,新北市,林口區,文化二路一段５４１號十二樓,房地(土地+建物)+車位,商,2019-05-09,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,101788,2000000,16400000,96.2,13.32,34.75,25.0766,121.37407
12364,新北市,三峽區,大德路２７６號９樓,房地(土地+建物)+車位,住,2011-11-01,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,99235,1400000,9700000,56.870000000000005,12.02,15.11,24.94313,121.37725
12368,新北市,蘆洲區,民權路６之１２號１４樓,房地(土地+建物)+車位,其他,2002-01-04,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,4,1,1,坡道平面,119544,0,21280000,115.86,11.97,26.99,25.08556,121.47703
12371,新北市,蘆洲區,長安街２８５巷２１弄２號２樓,房地(土地+建物)+車位,住,1995-04-13,True,華廈(10層含以下有電梯),2,3,2,True,True,1,1,1,坡道平面,80991,1600000,12360000,94.31,22.56,0.0,25.08386,121.4576
12372,新北市,三重區,安和路６５號３樓,房地(土地+建物)+車位,住,1997-10-13,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,133499,2000000,13800000,69.41,18.08,30.8,24.98334,121.51777
12376,新北市,淡水區,民權路１８５巷１６號４樓,房地(土地+建物)+車位,工,2003-09-10,True,公寓(5樓含以下無電梯),2,3,2,True,True,4,1,1,坡道平面,75743,0,9580000,82.08,26.37,0.0,25.13383,121.46011
12377,新北市,土城區,金城路三段１９３之１號１９樓,房地(土地+建物)+車位,住,1996-11-16,True,住宅大樓(11層含以上有電梯),2,3,1,True,True,1,1,1,坡道平面,90262,1600000,10850000,74.42,11.77,42.85,24.98915,121.46993
12379,新北市,林口區,南勢一街47巷5號5樓,房地(土地+建物)+車位,住,2019-10-23,True,華廈(10層含以下有電梯),1,1,1,True,True,1,1,1,坡道平面,80755,1600000,8700000,60.15,27.17,37.63,25.07057,121.35657
12380,新北市,林口區,忠孝路75號20樓,房地(土地+建物)+車位,住,2013-08-07,True,住宅大樓(11層含以上有電梯),0,0,3,True,True,1,1,2,坡道平面,71800,3600000,30000000,254.02,51.8,51.62,25.07308,121.36308
12381,新北市,林口區,文化三路一段６１７巷６３號８樓,房地(土地+建物)+車位,住,2017-07-05,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,94747,1500000,10680000,67.52,15.16,30.36,25.07779,121.36992
12388,新北市,永和區,中和路４２９號二樓,房地(土地+建物)+車位,商,2001-04-30,True,住宅大樓(11層含以上有電梯),1,1,1,True,True,2,1,1,升降機械,151636,0,19000000,93.44999999999999,11.95,8.72,25.00093,121.50939
12393,新北市,三峽區,學成路８１號九樓,房地(土地+建物)+車位,住,2007-04-09,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,2,坡道平面,79542,0,22380000,145.89,32.25,72.28,24.94213,121.3751
12395,新北市,三峽區,大學路３９之３號十樓,房地(土地+建物)+車位,住,2005-10-17,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,76930,0,8200000,50.03,10.95,34.8,24.94007,121.37668
12396,新北市,樹林區,大安路６３０號六樓,房地(土地+建物)+車位,工,2010-01-06,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,1,坡道平面,51929,0,14200000,162.41000000000003,29.53,30.81,24.98344,121.4113
12398,新北市,鶯歌區,尖山路217之8號九樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,59261,1450000,7350000,67.19,23.8,36.37,24.94602,121.34249
12399,新北市,鶯歌區,尖山路217之5號六樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,3,True,True,1,1,1,坡道平面,58099,1200000,11760000,122.72999999999999,42.64,36.37,24.94602,121.34249
12400,新北市,鶯歌區,尖山路217之5號七樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,3,True,True,1,1,1,坡道平面,58154,1350000,11920000,122.72999999999999,42.64,36.37,24.94602,121.34249
12401,新北市,鶯歌區,尖山路217之6號二樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,3,True,True,1,1,1,坡道平面,66032,1200000,13000000,120.63,41.92,36.37,24.94602,121.34249
12402,新北市,鶯歌區,尖山路217之6號三樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,3,True,True,1,1,1,坡道平面,66736,1250000,13380000,122.72999999999999,42.64,36.37,24.94602,121.34249
12403,新北市,鶯歌區,尖山路217之8號三樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,64283,1250000,7650000,67.19,23.8,36.37,24.94602,121.34249
12404,新北市,鶯歌區,尖山路217之8號四樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,57252,1200000,6900000,67.19,23.8,36.37,24.94602,121.34249
12405,新北市,鶯歌區,尖山路217之8號六樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,57754,1150000,6900000,67.19,23.8,36.37,24.94602,121.34249
12407,新北市,鶯歌區,尖山路217之3號七樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,56629,1200000,7560000,75.85,26.65,36.37,24.94602,121.34249
12408,新北市,鶯歌區,尖山路217之3號九樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,59656,1400000,8100000,75.85,26.65,36.37,24.94602,121.34249
12409,新北市,鶯歌區,尖山路217之3號十樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,62327,1300000,8300000,75.85,26.65,36.37,24.94602,121.34249
12410,新北市,鶯歌區,尖山路217之3號十一樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,62773,1300000,8350000,75.85,26.65,36.37,24.94602,121.34249
12411,新北市,鶯歌區,尖山路217之3號十二樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,63218,1400000,8500000,75.85,26.65,36.37,24.94602,121.34249
12413,新北市,鶯歌區,尖山路217之5號五樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,3,True,True,1,1,1,坡道平面,57328,1200000,11620000,122.72999999999999,42.64,36.37,24.94602,121.34249
12414,新北市,鶯歌區,尖山路217之6號九樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,3,True,True,1,1,2,坡道平面,61510,2500000,13680000,122.72999999999999,43.35,72.74,24.94602,121.34249
12415,新北市,鶯歌區,尖山路217之6號十二樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,3,3,True,True,1,1,2,坡道平面,60519,2700000,13700000,122.72999999999999,43.35,72.74,24.94602,121.34249
12416,新北市,鶯歌區,尖山路217之7號四樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,58806,1150000,6990000,67.04,23.8,36.37,24.94602,121.34249
12417,新北市,鶯歌區,尖山路217之7號六樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,58906,1250000,7100000,67.04,23.8,36.37,24.94602,121.34249
12418,新北市,鶯歌區,尖山路217之7號七樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,58806,1250000,7090000,67.04,23.8,36.37,24.94602,121.34249
12419,新北市,鶯歌區,尖山路217之7號八樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,60417,1200000,7200000,67.04,23.8,36.37,24.94602,121.34249
12420,新北市,鶯歌區,尖山路217之7號十樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,61927,1350000,7500000,67.04,23.8,36.37,24.94602,121.34249
12421,新北市,鶯歌區,尖山路217之7號十一樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,61927,1250000,7400000,67.04,23.8,36.37,24.94602,121.34249
12422,新北市,鶯歌區,尖山路217之7號十二樓,房地(土地+建物)+車位,住,2019-10-07,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,62934,1150000,7400000,67.04,23.8,36.37,24.94602,121.34249
12423,新北市,永和區,保生路２２巷８號二十樓之六,房地(土地+建物)+車位,商,2000-01-05,True,套房(1房1廳1衛),0,0,0,False,True,3,1,1,坡道平面,99292,2250000,7850000,27.26,3.88,0.0,25.00775,121.50698
12429,新北市,永和區,信義路２０號二樓,房地(土地+建物)+車位,住,2015-02-03,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,1,坡道機械,172444,800000,34080000,134.31,19.7,22.3,25.01228,121.51402
12430,新北市,永和區,環河東路一段１１０號八樓之二,房地(土地+建物)+車位,住,1996-10-09,True,套房(1房1廳1衛),1,1,1,True,False,2,1,1,升降機械,71928,0,3500000,27.87,5.68,17.53,25.01591,121.52005
